SIZE_OF_LEVEL 980 720
PLAYER_POSITION 120 220
NEW_BLOCK COLLIDE_BLOCK 0 15
NEW_BLOCK COLLIDE_BLOCK 0 16
NEW_BLOCK COLLIDE_BLOCK 0 17
NEW_BLOCK COLLIDE_BLOCK 0 18
NEW_BLOCK COLLIDE_BLOCK 0 19
NEW_BLOCK COLLIDE_BLOCK 0 20
NEW_BLOCK COLLIDE_BLOCK 0 21
NEW_BLOCK COLLIDE_BLOCK 0 22
NEW_BLOCK COLLIDE_BLOCK 0 23
NEW_BLOCK COLLIDE_BLOCK 0 24
NEW_BLOCK COLLIDE_BLOCK 0 25
NEW_BLOCK COLLIDE_BLOCK 0 26
NEW_BLOCK COLLIDE_BLOCK 0 27
NEW_BLOCK COLLIDE_BLOCK 0 28
NEW_BLOCK COLLIDE_BLOCK 0 29
NEW_BLOCK COLLIDE_BLOCK 0 30
NEW_BLOCK COLLIDE_BLOCK 0 31
NEW_BLOCK COLLIDE_BLOCK 0 32
NEW_BLOCK COLLIDE_BLOCK 0 33
NEW_BLOCK COLLIDE_BLOCK 0 34
NEW_BLOCK COLLIDE_BLOCK 0 35
NEW_BLOCK COLLIDE_BLOCK 1 15
NEW_BLOCK COLLIDE_BLOCK 1 16
NEW_BLOCK COLLIDE_BLOCK 1 17
NEW_BLOCK COLLIDE_BLOCK 1 18
NEW_BLOCK COLLIDE_BLOCK 1 19
NEW_BLOCK COLLIDE_BLOCK 1 20
NEW_BLOCK COLLIDE_BLOCK 1 21
NEW_BLOCK COLLIDE_BLOCK 1 22
NEW_BLOCK COLLIDE_BLOCK 1 23
NEW_BLOCK COLLIDE_BLOCK 1 24
NEW_BLOCK COLLIDE_BLOCK 1 25
NEW_BLOCK COLLIDE_BLOCK 1 26
NEW_BLOCK COLLIDE_BLOCK 1 27
NEW_BLOCK COLLIDE_BLOCK 1 28
NEW_BLOCK COLLIDE_BLOCK 1 29
NEW_BLOCK COLLIDE_BLOCK 1 30
NEW_BLOCK COLLIDE_BLOCK 1 31
NEW_BLOCK COLLIDE_BLOCK 1 32
NEW_BLOCK COLLIDE_BLOCK 1 33
NEW_BLOCK COLLIDE_BLOCK 1 34
NEW_BLOCK COLLIDE_BLOCK 1 35
NEW_BLOCK COLLIDE_BLOCK 2 15
NEW_BLOCK COLLIDE_BLOCK 2 16
NEW_BLOCK COLLIDE_BLOCK 2 17
NEW_BLOCK COLLIDE_BLOCK 2 18
NEW_BLOCK COLLIDE_BLOCK 2 19
NEW_BLOCK COLLIDE_BLOCK 2 20
NEW_BLOCK COLLIDE_BLOCK 2 21
NEW_BLOCK COLLIDE_BLOCK 2 22
NEW_BLOCK COLLIDE_BLOCK 2 23
NEW_BLOCK COLLIDE_BLOCK 2 24
NEW_BLOCK COLLIDE_BLOCK 2 25
