SIZE_OF_LEVEL 1560 540
PLAYER_POSITION 50 460
NEW_BLOCK COLLIDE_BLOCK 17 0
NEW_BLOCK COLLIDE_BLOCK 17 1
NEW_BLOCK COLLIDE_BLOCK 17 2
NEW_BLOCK COLLIDE_BLOCK 17 3
NEW_BLOCK COLLIDE_BLOCK 17 4
NEW_BLOCK COLLIDE_BLOCK 17 5
NEW_BLOCK COLLIDE_BLOCK 17 6
NEW_BLOCK COLLIDE_BLOCK 17 7
NEW_BLOCK COLLIDE_BLOCK 17 8
NEW_BLOCK COLLIDE_BLOCK 17 9
NEW_BLOCK COLLIDE_BLOCK 17 10
NEW_BLOCK COLLIDE_BLOCK 17 20
NEW_BLOCK COLLIDE_BLOCK 17 21
NEW_BLOCK COLLIDE_BLOCK 17 22
NEW_BLOCK COLLIDE_BLOCK 17 23
NEW_BLOCK COLLIDE_BLOCK 17 24
NEW_BLOCK COLLIDE_BLOCK 17 25
NEW_BLOCK COLLIDE_BLOCK 17 26
NEW_BLOCK COLLIDE_BLOCK 18 10
NEW_BLOCK LAVA_BLOCK 18 25
NEW_BLOCK LAVA_BLOCK 18 26
NEW_BLOCK COLLIDE_BLOCK 19 10
NEW_BLOCK LAVA_BLOCK 19 25
NEW_BLOCK LAVA_BLOCK 19 26
NEW_BLOCK COLLIDE_BLOCK 20 10
NEW_BLOCK LAVA_BLOCK 20 25
NEW_BLOCK LAVA_BLOCK 20 26
NEW_BLOCK COLLIDE_BLOCK 21 10
NEW_BLOCK LAVA_BLOCK 21 25
NEW_BLOCK LAVA_BLOCK 21 26
NEW_BLOCK COLLIDE_BLOCK 22 10
NEW_BLOCK LAVA_BLOCK 22 25
NEW_BLOCK LAVA_BLOCK 22 26
NEW_BLOCK COLLIDE_BLOCK 23 10
NEW_BLOCK LAVA_BLOCK 23 25
NEW_BLOCK LAVA_BLOCK 23 26
NEW_BLOCK COLLIDE_BLOCK 24 10
NEW_BLOCK LAVA_BLOCK 24 25
NEW_BLOCK LAVA_BLOCK 24 26
NEW_BLOCK COLLIDE_BLOCK 25 10
NEW_BLOCK LAVA_BLOCK 25 25
NEW_BLOCK LAVA_BLOCK 25 26
NEW_BLOCK COLLIDE_BLOCK 26 10
NEW_BLOCK COLLIDE_BLOCK 26 11
NEW_BLOCK COLLIDE_BLOCK 26 12
NEW_BLOCK COLLIDE_BLOCK 26 13
NEW_BLOCK COLLIDE_BLOCK 26 14
NEW_BLOCK COLLIDE_BLOCK 26 15
NEW_BLOCK COLLIDE_BLOCK 26 16
NEW_BLOCK LAVA_BLOCK 26 25
NEW_BLOCK LAVA_BLOCK 26 26
NEW_BLOCK COLLIDE_BLOCK 27 10
NEW_BLOCK LAVA_BLOCK 27 25
NEW_BLOCK LAVA_BLOCK 27 26
NEW_BLOCK COLLIDE_BLOCK 28 10
NEW_BLOCK LAVA_BLOCK 28 25
NEW_BLOCK LAVA_BLOCK 28 26
NEW_BLOCK COLLIDE_BLOCK 29 10
NEW_BLOCK LAVA_BLOCK 29 25
NEW_BLOCK LAVA_BLOCK 29 26
NEW_BLOCK COLLIDE_BLOCK 30 10
NEW_BLOCK LAVA_BLOCK 30 25
NEW_BLOCK LAVA_BLOCK 30 26
NEW_BLOCK COLLIDE_BLOCK 31 10
NEW_BLOCK LAVA_BLOCK 31 25
NEW_BLOCK LAVA_BLOCK 31 26
NEW_BLOCK COLLIDE_BLOCK 32 10
NEW_BLOCK LAVA_BLOCK 32 25
NEW_BLOCK LAVA_BLOCK 32 26
NEW_BLOCK COLLIDE_BLOCK 33 10
NEW_BLOCK LAVA_BLOCK 33 25
NEW_BLOCK LAVA_BLOCK 33 26
NEW_BLOCK COLLIDE_BLOCK 34 10
NEW_BLOCK LAVA_BLOCK 34 25
NEW_BLOCK LAVA_BLOCK 34 26
NEW_BLOCK COLLIDE_BLOCK 35 10
NEW_BLOCK LAVA_BLOCK 35 25
NEW_BLOCK LAVA_BLOCK 35 26
NEW_BLOCK COLLIDE_BLOCK 36 10
NEW_BLOCK LAVA_BLOCK 36 25
NEW_BLOCK LAVA_BLOCK 36 26
NEW_BLOCK COLLIDE_BLOCK 37 10
NEW_BLOCK COLLIDE_BLOCK 37 11
NEW_BLOCK COLLIDE_BLOCK 37 12
NEW_BLOCK COLLIDE_BLOCK 37 13
NEW_BLOCK COLLIDE_BLOCK 37 14
NEW_BLOCK COLLIDE_BLOCK 37 15
NEW_BLOCK COLLIDE_BLOCK 37 16
NEW_BLOCK LAVA_BLOCK 37 25
NEW_BLOCK LAVA_BLOCK 37 26
NEW_BLOCK COLLIDE_BLOCK 38 10
NEW_BLOCK LAVA_BLOCK 38 25
NEW_BLOCK LAVA_BLOCK 38 26
NEW_BLOCK COLLIDE_BLOCK 39 10
NEW_BLOCK LAVA_BLOCK 39 25
NEW_BLOCK LAVA_BLOCK 39 26
NEW_BLOCK COLLIDE_BLOCK 40 10
NEW_BLOCK LAVA_BLOCK 40 25
NEW_BLOCK LAVA_BLOCK 40 26
NEW_BLOCK COLLIDE_BLOCK 41 10
NEW_BLOCK LAVA_BLOCK 41 25
NEW_BLOCK LAVA_BLOCK 41 26
NEW_BLOCK COLLIDE_BLOCK 42 10
NEW_BLOCK LAVA_BLOCK 42 25
NEW_BLOCK LAVA_BLOCK 42 26
NEW_BLOCK COLLIDE_BLOCK 43 10
NEW_BLOCK LAVA_BLOCK 43 25
NEW_BLOCK LAVA_BLOCK 43 26
NEW_BLOCK COLLIDE_BLOCK 44 10
NEW_BLOCK LAVA_BLOCK 44 25
NEW_BLOCK LAVA_BLOCK 44 26
NEW_BLOCK COLLIDE_BLOCK 45 0
NEW_BLOCK COLLIDE_BLOCK 45 1
NEW_BLOCK COLLIDE_BLOCK 45 2
NEW_BLOCK COLLIDE_BLOCK 45 3
NEW_BLOCK COLLIDE_BLOCK 45 4
NEW_BLOCK COLLIDE_BLOCK 45 5
NEW_BLOCK COLLIDE_BLOCK 45 6
NEW_BLOCK COLLIDE_BLOCK 45 7
NEW_BLOCK COLLIDE_BLOCK 45 8
NEW_BLOCK COLLIDE_BLOCK 45 9
NEW_BLOCK COLLIDE_BLOCK 45 10
NEW_BLOCK COLLIDE_BLOCK 45 20
NEW_BLOCK COLLIDE_BLOCK 45 21
