SIZE_OF_LEVEL 960 540
PLAYER_POSITION 200 460
NEW_BLOCK COLLIDE_BLOCK 0 0
NEW_BLOCK COLLIDE_BLOCK 0 1
NEW_BLOCK COLLIDE_BLOCK 0 2
NEW_BLOCK COLLIDE_BLOCK 0 3
NEW_BLOCK COLLIDE_BLOCK 0 4
NEW_BLOCK COLLIDE_BLOCK 0 5
NEW_BLOCK COLLIDE_BLOCK 0 6
NEW_BLOCK COLLIDE_BLOCK 0 7
NEW_BLOCK COLLIDE_BLOCK 0 8
NEW_BLOCK COLLIDE_BLOCK 0 20
NEW_BLOCK COLLIDE_BLOCK 0 21
NEW_BLOCK COLLIDE_BLOCK 0 22
NEW_BLOCK COLLIDE_BLOCK 0 23
NEW_BLOCK COLLIDE_BLOCK 0 24
NEW_BLOCK COLLIDE_BLOCK 0 25
NEW_BLOCK COLLIDE_BLOCK 0 26
NEW_BLOCK COLLIDE_BLOCK 1 0
NEW_BLOCK COLLIDE_BLOCK 1 1
NEW_BLOCK COLLIDE_BLOCK 1 2
NEW_BLOCK COLLIDE_BLOCK 1 3
NEW_BLOCK COLLIDE_BLOCK 1 4
NEW_BLOCK COLLIDE_BLOCK 1 5
NEW_BLOCK COLLIDE_BLOCK 1 6
NEW_BLOCK COLLIDE_BLOCK 1 7
NEW_BLOCK COLLIDE_BLOCK 1 8
NEW_BLOCK COLLIDE_BLOCK 1 20
NEW_BLOCK COLLIDE_BLOCK 1 21
NEW_BLOCK COLLIDE_BLOCK 1 22
NEW_BLOCK COLLIDE_BLOCK 1 23
NEW_BLOCK COLLIDE_BLOCK 1 24
NEW_BLOCK COLLIDE_BLOCK 1 25
NEW_BLOCK COLLIDE_BLOCK 1 26
NEW_BLOCK COLLIDE_BLOCK 2 0
NEW_BLOCK COLLIDE_BLOCK 2 1
NEW_BLOCK COLLIDE_BLOCK 2 2
NEW_BLOCK COLLIDE_BLOCK 2 3
NEW_BLOCK COLLIDE_BLOCK 2 4
NEW_BLOCK COLLIDE_BLOCK 2 5
NEW_BLOCK COLLIDE_BLOCK 2 6
NEW_BLOCK COLLIDE_BLOCK 2 7
NEW_BLOCK COLLIDE_BLOCK 2 8
NEW_BLOCK COLLIDE_BLOCK 2 20
NEW_BLOCK COLLIDE_BLOCK 2 21
NEW_BLOCK COLLIDE_BLOCK 2 22
NEW_BLOCK COLLIDE_BLOCK 2 23
NEW_BLOCK COLLIDE_BLOCK 2 24
NEW_BLOCK COLLIDE_BLOCK 2 25
NEW_BLOCK COLLIDE_BLOCK 2 26
NEW_BLOCK COLLIDE_BLOCK 3 0
NEW_BLOCK COLLIDE_BLOCK 3 1
NEW_BLOCK COLLIDE_BLOCK 3 2
NEW_BLOCK COLLIDE_BLOCK 3 3
NEW_BLOCK COLLIDE_BLOCK 3 4
NEW_BLOCK COLLIDE_BLOCK 3 5
NEW_BLOCK COLLIDE_BLOCK 3 6
NEW_BLOCK COLLIDE_BLOCK 3 7
NEW_BLOCK COLLIDE_BLOCK 3 8
NEW_BLOCK COLLIDE_BLOCK 3 20
NEW_BLOCK COLLIDE_BLOCK 3 21
NEW_BLOCK COLLIDE_BLOCK 3 22
NEW_BLOCK COLLIDE_BLOCK 3 23
NEW_BLOCK COLLIDE_BLOCK 3 24
NEW_BLOCK COLLIDE_BLOCK 3 25
NEW_BLOCK COLLIDE_BLOCK 3 26
NEW_BLOCK COLLIDE_BLOCK 4 0
NEW_BLOCK COLLIDE_BLOCK 4 1
NEW_BLOCK COLLIDE_BLOCK 4 2
NEW_BLOCK COLLIDE_BLOCK 4 3
NEW_BLOCK COLLIDE_BLOCK 4 4
NEW_BLOCK COLLIDE_BLOCK 4 5
NEW_BLOCK COLLIDE_BLOCK 4 6
NEW_BLOCK COLLIDE_BLOCK 4 7
NEW_BLOCK COLLIDE_BLOCK 4 8
NEW_BLOCK COLLIDE_BLOCK 4 20
NEW_BLOCK COLLIDE_BLOCK 4 21
NEW_BLOCK COLLIDE_BLOCK 4 22
NEW_BLOCK COLLIDE_BLOCK 4 23
NEW_BLOCK COLLIDE_BLOCK 4 24
NEW_BLOCK COLLIDE_BLOCK 4 25
NEW_BLOCK COLLIDE_BLOCK 4 26
NEW_BLOCK COLLIDE_BLOCK 5 0
NEW_BLOCK COLLIDE_BLOCK 5 1
NEW_BLOCK COLLIDE_BLOCK 5 2
NEW_BLOCK COLLIDE_BLOCK 5 3
NEW_BLOCK COLLIDE_BLOCK 5 4
NEW_BLOCK COLLIDE_BLOCK 5 5
NEW_BLOCK COLLIDE_BLOCK 5 6
NEW_BLOCK COLLIDE_BLOCK 5 7
NEW_BLOCK COLLIDE_BLOCK 5 8
NEW_BLOCK COLLIDE_BLOCK 5 20
NEW_BLOCK COLLIDE_BLOCK 5 21
NEW_BLOCK COLLIDE_BLOCK 5 22
NEW_BLOCK COLLIDE_BLOCK 5 23
NEW_BLOCK COLLIDE_BLOCK 5 24
NEW_BLOCK COLLIDE_BLOCK 5 25
NEW_BLOCK COLLIDE_BLOCK 5 26
NEW_BLOCK COLLIDE_BLOCK 6 0
NEW_BLOCK COLLIDE_BLOCK 6 1
NEW_BLOCK COLLIDE_BLOCK 6 2
NEW_BLOCK COLLIDE_BLOCK 6 3
NEW_BLOCK COLLIDE_BLOCK 6 4
NEW_BLOCK COLLIDE_BLOCK 6 5
NEW_BLOCK COLLIDE_BLOCK 6 6
NEW_BLOCK COLLIDE_BLOCK 6 7
NEW_BLOCK COLLIDE_BLOCK 6 8
NEW_BLOCK COLLIDE_BLOCK 6 20
NEW_BLOCK COLLIDE_BLOCK 6 21
NEW_BLOCK COLLIDE_BLOCK 6 22
NEW_BLOCK COLLIDE_BLOCK 6 23
NEW_BLOCK COLLIDE_BLOCK 6 24
NEW_BLOCK COLLIDE_BLOCK 6 25
NEW_BLOCK COLLIDE_BLOCK 6 26
NEW_BLOCK COLLIDE_BLOCK 7 0
NEW_BLOCK COLLIDE_BLOCK 7 1
NEW_BLOCK COLLIDE_BLOCK 7 2
NEW_BLOCK COLLIDE_BLOCK 7 3
NEW_BLOCK COLLIDE_BLOCK 7 4
NEW_BLOCK COLLIDE_BLOCK 7 5
NEW_BLOCK COLLIDE_BLOCK 7 6
NEW_BLOCK COLLIDE_BLOCK 7 7
NEW_BLOCK COLLIDE_BLOCK 7 8
NEW_BLOCK COLLIDE_BLOCK 7 20
NEW_BLOCK COLLIDE_BLOCK 7 21
NEW_BLOCK COLLIDE_BLOCK 7 22
NEW_BLOCK COLLIDE_BLOCK 7 23
NEW_BLOCK COLLIDE_BLOCK 7 24
NEW_BLOCK COLLIDE_BLOCK 7 25
NEW_BLOCK COLLIDE_BLOCK 7 26
NEW_BLOCK COLLIDE_BLOCK 8 0
NEW_BLOCK COLLIDE_BLOCK 8 1
NEW_BLOCK COLLIDE_BLOCK 8 2
NEW_BLOCK COLLIDE_BLOCK 8 3
NEW_BLOCK COLLIDE_BLOCK 8 4
NEW_BLOCK COLLIDE_BLOCK 8 5
NEW_BLOCK COLLIDE_BLOCK 8 6
NEW_BLOCK COLLIDE_BLOCK 8 7
NEW_BLOCK COLLIDE_BLOCK 8 8
NEW_BLOCK COLLIDE_BLOCK 8 20
NEW_BLOCK COLLIDE_BLOCK 8 21
NEW_BLOCK COLLIDE_BLOCK 8 22
NEW_BLOCK COLLIDE_BLOCK 8 23
NEW_BLOCK COLLIDE_BLOCK 8 24
NEW_BLOCK COLLIDE_BLOCK 8 25
NEW_BLOCK COLLIDE_BLOCK 8 26
NEW_BLOCK COLLIDE_BLOCK 9 0
NEW_BLOCK COLLIDE_BLOCK 9 1
NEW_BLOCK COLLIDE_BLOCK 9 2
NEW_BLOCK COLLIDE_BLOCK 9 3
NEW_BLOCK COLLIDE_BLOCK 9 4
NEW_BLOCK COLLIDE_BLOCK 9 5
NEW_BLOCK COLLIDE_BLOCK 9 6
NEW_BLOCK COLLIDE_BLOCK 9 7
NEW_BLOCK COLLIDE_BLOCK 9 8
NEW_BLOCK COLLIDE_BLOCK 10 0
NEW_BLOCK COLLIDE_BLOCK 10 1
NEW_BLOCK COLLIDE_BLOCK 10 2
NEW_BLOCK COLLIDE_BLOCK 10 3
NEW_BLOCK COLLIDE_BLOCK 10 4
NEW_BLOCK COLLIDE_BLOCK 10 5
NEW_BLOCK COLLIDE_BLOCK 10 6
NEW_BLOCK COLLIDE_BLOCK 10 7
NEW_BLOCK COLLIDE_BLOCK 10 8
NEW_BLOCK COLLIDE_BLOCK 11 0
NEW_BLOCK COLLIDE_BLOCK 11 1
NEW_BLOCK COLLIDE_BLOCK 11 2
NEW_BLOCK COLLIDE_BLOCK 11 3
NEW_BLOCK COLLIDE_BLOCK 11 4
NEW_BLOCK COLLIDE_BLOCK 11 5
NEW_BLOCK COLLIDE_BLOCK 11 6
NEW_BLOCK COLLIDE_BLOCK 11 7
NEW_BLOCK COLLIDE_BLOCK 11 8
NEW_BLOCK COLLIDE_BLOCK 12 0
NEW_BLOCK COLLIDE_BLOCK 12 1
NEW_BLOCK COLLIDE_BLOCK 12 2
NEW_BLOCK COLLIDE_BLOCK 12 3
NEW_BLOCK COLLIDE_BLOCK 12 4
NEW_BLOCK COLLIDE_BLOCK 12 5
NEW_BLOCK COLLIDE_BLOCK 12 6
NEW_BLOCK COLLIDE_BLOCK 12 7
NEW_BLOCK COLLIDE_BLOCK 12 8
NEW_BLOCK COLLIDE_BLOCK 13 0
NEW_BLOCK COLLIDE_BLOCK 13 1
NEW_BLOCK COLLIDE_BLOCK 13 2
NEW_BLOCK COLLIDE_BLOCK 13 3
NEW_BLOCK COLLIDE_BLOCK 13 4
NEW_BLOCK COLLIDE_BLOCK 13 5
NEW_BLOCK COLLIDE_BLOCK 13 6
NEW_BLOCK COLLIDE_BLOCK 13 7
NEW_BLOCK COLLIDE_BLOCK 13 8
NEW_BLOCK COLLIDE_BLOCK 14 0
NEW_BLOCK COLLIDE_BLOCK 14 1
NEW_BLOCK COLLIDE_BLOCK 14 2
NEW_BLOCK COLLIDE_BLOCK 14 3
NEW_BLOCK COLLIDE_BLOCK 14 4
NEW_BLOCK COLLIDE_BLOCK 14 5
NEW_BLOCK COLLIDE_BLOCK 14 6
NEW_BLOCK COLLIDE_BLOCK 14 7
NEW_BLOCK COLLIDE_BLOCK 14 8
NEW_BLOCK COLLIDE_BLOCK 15 0
NEW_BLOCK COLLIDE_BLOCK 15 1
NEW_BLOCK COLLIDE_BLOCK 15 2
NEW_BLOCK COLLIDE_BLOCK 15 3
NEW_BLOCK COLLIDE_BLOCK 15 4
NEW_BLOCK COLLIDE_BLOCK 15 5
NEW_BLOCK COLLIDE_BLOCK 15 6
NEW_BLOCK COLLIDE_BLOCK 15 7
NEW_BLOCK COLLIDE_BLOCK 15 8
NEW_BLOCK COLLIDE_BLOCK 16 0
NEW_BLOCK COLLIDE_BLOCK 16 1
NEW_BLOCK COLLIDE_BLOCK 16 2
NEW_BLOCK COLLIDE_BLOCK 16 3
NEW_BLOCK COLLIDE_BLOCK 16 4
NEW_BLOCK COLLIDE_BLOCK 16 5
NEW_BLOCK COLLIDE_BLOCK 16 6
NEW_BLOCK COLLIDE_BLOCK 16 7
NEW_BLOCK COLLIDE_BLOCK 16 8
NEW_BLOCK COLLIDE_BLOCK 26 9
NEW_BLOCK COLLIDE_BLOCK 26 10
NEW_BLOCK COLLIDE_BLOCK 26 11
NEW_BLOCK COLLIDE_BLOCK 26 12
